Area Code,Date,Margin,Marketing,Product Type,Product Id,Product,Profit,Sales,State,Total Expenses
239,1/5/2017,231,42,NonVeg Pizza,13,Pepperoni,156,390,Florida,75
786,1/5/2017,387,249,NonVeg Burger,5,Chicken Fillet,51,663,Florida,336
863,1/5/2017,351,84,NonVeg Burger,6,Chicken Char Grilled,186,612,Florida,165
904,1/5/2017,423,93,Veg Burger,2,Veggie Delight,234,705,Florida,189
321,1/5/2017,477,105,Veg Burger,3,Veg Char Grilled,300,819,Florida,177
941,1/5/2017,186,45,Veg Pizza,8,Margherita,105,330,Florida,81
305,1/5/2017,216,66,Veg Pizza,9,Veggie Loaded,51,390,Florida,165
239,1/5/2017,276,72,Veg Pizza,10,My Own Veg,141,510,Florida,135
857,1/5/2017,126,24,NonVeg Pizza,11,Spicy Chicken,66,213,Massachusetts,60
413,1/5/2017,87,15,NonVeg Pizza,13,Pepperoni,36,147,Massachusetts,51
413,1/5/2017,183,144,NonVeg Burger,5,Chicken Fillet,-48,342,Massachusetts,231
339,1/5/2017,447,123,NonVeg Burger,7,Mutton Char Grilled,252,894,Massachusetts,195
978,1/5/2017,1461,63,Veg Burger,2,Veggie Delight,1302,1653,Massachusetts,159
857,1/5/2017,195,60,Veg Pizza,9,Veggie Loaded,36,354,Massachusetts,159
603,1/5/2017,87,15,NonVeg Pizza,11,Spicy Chicken,36,147,New Hampshire,51
603,1/5/2017,129,0,NonVeg Pizza,13,Pepperoni,96,129,New Hampshire,33
603,1/5/2017,183,117,NonVeg Burger,5,Chicken Fillet,-21,312,New Hampshire,204
603,1/5/2017,126,36,NonVeg Burger,7,Mutton Char Grilled,-9,228,New Hampshire,135
603,1/5/2017,222,48,Veg Burger,1,Crispy Veg,105,375,New Hampshire,117
603,1/5/2017,240,51,Veg Burger,2,Veggie Delight,93,396,New Hampshire,147
603,1/5/2017,135,39,Veg Pizza,9,Veggie Loaded,-3,243,New Hampshire,138
518,1/5/2017,456,87,NonVeg Pizza,11,Spicy Chicken,336,768,New York,120
716,1/5/2017,456,87,NonVeg Pizza,12,Chicken Loaded,333,768,New York,123
516,1/5/2017,372,72,NonVeg Pizza,13,Pepperoni,267,630,New York,105
646,1/5/2017,-156,327,NonVeg Burger,5,Chicken Fillet,-585,207,New York,429
212,1/5/2017,849,216,NonVeg Burger,7,Mutton Char Grilled,561,1629,New York,288
585,1/5/2017,1362,315,Veg Burger,2,Veggie Delight,885,2268,New York,477
315,1/5/2017,1158,300,Veg Pizza,9,Veggie Loaded,756,1953,New York,402
315,1/5/2017,-111,216,Veg Pizza,10,My Own Veg,-393,594,New York,282
318,1/5/2017,195,42,NonVeg Burger,6,Chicken Char Grilled,84,330,Louisiana,111
985,1/5/2017,270,174,NonVeg Burger,4,Crispy Chicken,9,462,Louisiana,261
225,1/5/2017,246,42,NonVeg Burger,5,Chicken Fillet,132,390,Louisiana,114
985,1/5/2017,189,45,Veg Pizza,8,Margherita,105,333,Louisiana,84
337,1/5/2017,288,87,Veg Pizza,9,Veggie Loaded,99,519,Louisiana,189
318,1/5/2017,177,33,Veg Burger,2,Veggie Delight,108,297,Louisiana,69
318,1/5/2017,231,42,Veg Burger,3,Veg Char Grilled,156,390,Louisiana,75
505,1/5/2017,159,36,NonVeg Burger,6,Chicken Char Grilled,42,276,New Mexico,117
505,1/5/2017,126,36,NonVeg Burger,4,Crispy Chicken,-12,228,New Mexico,138
505,1/5/2017,183,117,NonVeg Burger,5,Chicken Fillet,-21,312,New Mexico,204
505,1/5/2017,87,15,Veg Pizza,8,Margherita,36,147,New Mexico,51
505,1/5/2017,111,27,Veg Pizza,9,Veggie Loaded,21,204,New Mexico,90
505,1/5/2017,240,51,Veg Burger,2,Veggie Delight,93,396,New Mexico,147
505,1/5/2017,114,90,Veg Burger,3,Veg Char Grilled,-45,408,New Mexico,159
405,1/5/2017,423,93,NonVeg Burger,6,Chicken Char Grilled,237,705,Oklahoma,186
918,1/5/2017,477,105,NonVeg Burger,4,Crispy Chicken,303,819,Oklahoma,174
405,1/5/2017,87,15,NonVeg Burger,5,Chicken Fillet,39,147,Oklahoma,48
918,1/5/2017,216,66,Veg Pizza,8,Margherita,51,390,Oklahoma,165
918,1/5/2017,387,249,Veg Pizza,9,Veggie Loaded,51,663,Oklahoma,336
580,1/5/2017,168,42,Veg Burger,2,Veggie Delight,90,297,Oklahoma,78
405,1/5/2017,126,24,Veg Burger,3,Veg Char Grilled,66,213,Oklahoma,60
430,1/5/2017,372,72,NonVeg Burger,6,Chicken Char Grilled,264,630,Texas,108
254,1/5/2017,288,63,NonVeg Burger,4,Crispy Chicken,132,480,Texas,156
254,1/5/2017,456,87,NonVeg Burger,5,Chicken Fillet,336,768,Texas,120
915,1/5/2017,213,51,Veg Pizza,8,Margherita,81,369,Texas,132
512,1/5/2017,183,39,Veg Pizza,9,Veggie Loaded,75,309,Texas,108
430,1/5/2017,831,216,Veg Burger,2,Veggie Delight,549,1536,Texas,282
956,1/5/2017,321,81,Veg Burger,3,Veg Char Grilled,204,570,Texas,117
435,1/5/2017,174,30,NonVeg Burger,4,Crispy Chicken,108,291,Utah,66
435,1/5/2017,189,45,NonVeg Burger,5,Chicken Fillet,108,333,Utah,81
435,1/5/2017,195,36,NonVeg Burger,6,Chicken Char Grilled,126,327,Utah,69
435,1/5/2017,240,63,Veg Burger,1,Crispy Veg,114,444,Utah,126
435,1/5/2017,195,45,Veg Burger,2,Veggie Delight,66,339,Utah,129
435,1/5/2017,288,87,Veg Burger,3,Veg Char Grilled,102,519,Utah,186
435,1/5/2017,222,48,Veg Pizza,8,Margherita,102,375,Utah,120
435,1/5/2017,240,51,Veg Pizza,9,Veggie Loaded,96,396,Utah,144
435,1/5/2017,114,90,Veg Pizza,10,My Own Veg,-45,408,Utah,159
435,1/5/2017,183,117,NonVeg Pizza,11,Spicy Chicken,-24,312,Utah,207
435,1/5/2017,159,36,NonVeg Pizza,12,Chicken Loaded,42,276,Utah,117
801,1/5/2017,126,36,NonVeg Pizza,13,Pepperoni,-9,228,Utah,135
415,1/5/2017,783,216,NonVeg Burger,4,Crispy Chicken,495,1563,California,288
209,1/5/2017,504,327,NonVeg Burger,5,Chicken Fillet,75,867,California,429
626,1/5/2017,1047,258,NonVeg Burger,6,Chicken Char Grilled,690,1836,California,357
209,1/5/2017,-63,120,Veg Burger,1,Crispy Veg,-252,318,California,189
650,1/5/2017,1362,315,Veg Burger,2,Veggie Delight,885,2268,California,477
714,1/5/2017,-96,192,Veg Burger,3,Veg Char Grilled,-426,489,California,330
760,1/5/2017,456,87,Veg Pizza,8,Margherita,333,768,California,123
805,1/5/2017,831,216,Veg Pizza,9,Veggie Loaded,549,1536,California,282
805,1/5/2017,321,81,Veg Pizza,10,My Own Veg,201,570,California,120
310,1/5/2017,456,87,NonVeg Pizza,11,Spicy Chicken,333,768,California,123
530,1/5/2017,372,72,NonVeg Pizza,12,Chicken Loaded,267,630,California,105
714,1/5/2017,288,63,NonVeg Pizza,13,Pepperoni,129,480,California,159
775,1/5/2017,129,0,NonVeg Burger,4,Crispy Chicken,93,129,Nevada,36
775,1/5/2017,87,15,NonVeg Burger,5,Chicken Fillet,39,147,Nevada,48
775,1/5/2017,87,15,NonVeg Burger,6,Chicken Char Grilled,39,147,Nevada,48
702,1/5/2017,135,39,Veg Burger,2,Veggie Delight,-3,243,Nevada,138
775,1/5/2017,504,327,Veg Pizza,8,Margherita,75,867,Nevada,429
775,1/5/2017,810,192,Veg Pizza,9,Veggie Loaded,480,1395,Nevada,330
775,1/5/2017,555,120,Veg Pizza,10,My Own Veg,363,936,Nevada,192
702,1/5/2017,1047,258,NonVeg Pizza,11,Spicy Chicken,693,1836,Nevada,354
775,1/5/2017,783,216,NonVeg Pizza,12,Chicken Loaded,492,1563,Nevada,291
702,1/5/2017,-795,300,NonVeg Pizza,13,Pepperoni,-1140,54,Nevada,399
775,1/5/2017,111,27,Veg Burger,3,Veg Char Grilled,18,204,Nevada,93
541,1/5/2017,195,60,NonVeg Burger,4,Crispy Chicken,33,354,Oregon,162
541,1/5/2017,213,51,NonVeg Burger,5,Chicken Fillet,81,369,Oregon,132
541,1/5/2017,447,123,NonVeg Burger,6,Chicken Char Grilled,249,894,Oregon,198
503,1/5/2017,225,144,Veg Burger,1,Crispy Veg,-6,384,Oregon,231
971,1/5/2017,204,45,Veg Burger,2,Veggie Delight,24,348,Oregon,180
503,1/5/2017,135,24,Veg Pizza,8,Margherita,78,225,Oregon,57
971,1/5/2017,168,42,Veg Pizza,9,Veggie Loaded,90,297,Oregon,78
503,1/5/2017,87,15,NonVeg Pizza,11,Spicy Chicken,36,147,Oregon,51
503,1/5/2017,423,93,NonVeg Pizza,12,Chicken Loaded,237,705,Oregon,186
971,1/5/2017,477,105,NonVeg Pizza,13,Pepperoni,303,819,Oregon,174
971,1/5/2017,183,39,Veg Burger,3,Veg Char Grilled,75,309,Oregon,108
206,1/5/2017,186,45,NonVeg Burger,4,Crispy Chicken,102,330,Washington,84
206,1/5/2017,216,66,NonVeg Burger,5,Chicken Fillet,48,390,Washington,168
206,1/5/2017,276,72,NonVeg Burger,6,Chicken Char Grilled,141,510,Washington,135
253,1/5/2017,312,66,Veg Burger,2,Veggie Delight,174,525,Washington,138
206,1/5/2017,495,108,Veg Pizza,8,Margherita,294,825,Washington,201
206,1/5/2017,177,33,Veg Pizza,9,Veggie Loaded,108,297,Washington,69
509,1/5/2017,246,42,NonVeg Pizza,11,Spicy Chicken,132,390,Washington,114
360,1/5/2017,195,42,NonVeg Pizza,12,Chicken Loaded,81,330,Washington,114
425,1/5/2017,270,174,NonVeg Pizza,13,Pepperoni,6,462,Washington,264
253,1/5/2017,387,249,Veg Burger,3,Veg Char Grilled,48,663,Washington,339
719,1/6/2017,192,57,NonVeg Pizza,11,Spicy Chicken,33,345,Colorado,159
970,1/6/2017,192,48,NonVeg Pizza,12,Chicken Loaded,81,351,Colorado,111
720,1/6/2017,168,42,NonVeg Pizza,13,Pepperoni,87,297,Colorado,81
719,1/6/2017,408,78,NonVeg Burger,5,Chicken Fillet,297,690,Colorado,111
303,1/6/2017,243,51,NonVeg Burger,6,Chicken Char Grilled,99,405,Colorado,144
719,1/6/2017,489,93,Veg Burger,1,Crispy Veg,363,828,Colorado,126
970,1/6/2017,321,81,Veg Burger,2,Veggie Delight,204,570,Colorado,117
719,1/6/2017,534,102,Veg Burger,3,Veg Char Grilled,396,903,Colorado,138
720,1/6/2017,447,123,Veg Pizza,8,Margherita,249,894,Colorado,198
720,1/6/2017,189,120,Veg Pizza,9,Veggie Loaded,-21,321,Colorado,210
719,1/6/2017,204,48,Veg Pizza,10,My Own Veg,72,354,Colorado,132
312,1/6/2017,408,78,NonVeg Pizza,11,Spicy Chicken,297,690,Illinois,111
312,1/6/2017,243,51,NonVeg Pizza,12,Chicken Loaded,99,405,Illinois,144
312,1/6/2017,1086,267,NonVeg Burger,5,Chicken Fillet,723,1902,Illinois,363
312,1/6/2017,783,216,NonVeg Burger,6,Chicken Char Grilled,492,1563,Illinois,291
815,1/6/2017,834,198,Veg Burger,2,Veggie Delight,501,1434,Illinois,333
630,1/6/2017,612,135,Veg Burger,3,Veg Char Grilled,405,1035,Illinois,207
630,1/6/2017,489,93,Veg Pizza,8,Margherita,363,828,Illinois,126
630,1/6/2017,321,81,Veg Pizza,9,Veggie Loaded,201,570,Illinois,120
309,1/6/2017,534,102,Veg Pizza,10,My Own Veg,399,903,Illinois,135
641,1/6/2017,783,216,NonVeg Pizza,11,Spicy Chicken,492,1563,Iowa,291
563,1/6/2017,996,306,NonVeg Pizza,12,Chicken Loaded,591,1809,Iowa,405
515,1/6/2017,96,15,NonVeg Burger,5,Chicken Fillet,45,159,Iowa,51
319,1/6/2017,129,0,NonVeg Burger,6,Chicken Char Grilled,93,129,Iowa,36
641,1/6/2017,105,18,Veg Burger,1,Crispy Veg,54,174,Iowa,51
563,1/6/2017,114,27,Veg Burger,2,Veggie Delight,24,210,Iowa,90
712,1/6/2017,90,21,Veg Burger,3,Veg Char Grilled,33,156,Iowa,57
641,1/6/2017,1086,267,Veg Pizza,8,Margherita,723,1902,Iowa,363
319,1/6/2017,612,135,Veg Pizza,9,Veggie Loaded,408,1035,Iowa,204
636,1/6/2017,165,39,NonVeg Pizza,11,Spicy Chicken,42,288,Missouri,123
573,1/6/2017,129,39,NonVeg Pizza,12,Chicken Loaded,-9,234,Missouri,138
573,1/6/2017,138,39,NonVeg Pizza,13,Pepperoni,0,246,Missouri,138
660,1/6/2017,165,30,NonVeg Burger,5,Chicken Fillet,99,276,Missouri,66
573,1/6/2017,159,30,NonVeg Burger,6,Chicken Char Grilled,93,267,Missouri,66
573,1/6/2017,279,84,Veg Burger,2,Veggie Delight,93,507,Missouri,186
314,1/6/2017,231,60,Veg Burger,3,Veg Char Grilled,105,426,Missouri,126
660,1/6/2017,219,141,Veg Pizza,8,Margherita,-12,375,Missouri,231
636,1/6/2017,75,105,Veg Pizza,9,Veggie Loaded,-99,423,Missouri,174
513,1/6/2017,501,108,NonVeg Pizza,11,Spicy Chicken,297,834,Ohio,204
937,1/6/2017,492,108,NonVeg Pizza,12,Chicken Loaded,315,846,Ohio,177
419,1/6/2017,447,123,NonVeg Burger,5,Chicken Fillet,249,894,Ohio,198
419,1/6/2017,192,57,NonVeg Burger,6,Chicken Char Grilled,36,345,Ohio,156
513,1/6/2017,204,48,Veg Burger,1,Crispy Veg,72,354,Ohio,132
614,1/6/2017,165,36,Veg Burger,2,Veggie Delight,57,279,Ohio,108
937,1/6/2017,189,120,Veg Burger,3,Veg Char Grilled,-18,321,Ohio,207
614,1/6/2017,78,15,Veg Pizza,8,Margherita,27,132,Ohio,51
513,1/6/2017,108,18,Veg Pizza,9,Veggie Loaded,54,180,Ohio,54
920,1/6/2017,177,36,NonVeg Pizza,11,Spicy Chicken,72,297,Wisconsin,105
715,1/6/2017,225,144,NonVeg Pizza,12,Chicken Loaded,-6,384,Wisconsin,231
262,1/6/2017,288,75,NonVeg Burger,5,Chicken Fillet,150,531,Wisconsin,138
262,1/6/2017,186,45,NonVeg Burger,6,Chicken Char Grilled,102,330,Wisconsin,84
715,1/6/2017,222,66,Veg Burger,1,Crispy Veg,57,399,Wisconsin,165
608,1/6/2017,462,300,Veg Burger,2,Veggie Delight,72,792,Wisconsin,390
920,1/6/2017,363,90,Veg Burger,3,Veg Char Grilled,189,636,Wisconsin,174
715,1/6/2017,234,42,Veg Pizza,8,Margherita,120,375,Wisconsin,114
920,1/6/2017,255,48,Veg Pizza,9,Veggie Loaded,174,432,Wisconsin,81
959,1/6/2017,165,30,NonVeg Pizza,11,Spicy Chicken,99,276,Connecticut,66
203,1/6/2017,93,15,NonVeg Pizza,13,Pepperoni,45,153,Connecticut,48
203,1/6/2017,225,144,NonVeg Burger,5,Chicken Fillet,-6,384,Connecticut,231
475,1/6/2017,186,45,NonVeg Burger,6,Chicken Char Grilled,57,324,Connecticut,129
475,1/6/2017,420,90,Veg Burger,2,Veggie Delight,237,696,Connecticut,183
203,1/6/2017,279,84,Veg Pizza,9,Veggie Loaded,96,507,Connecticut,183
475,1/6/2017,231,60,Veg Pizza,10,My Own Veg,108,426,Connecticut,123
386,1/6/2017,186,36,NonVeg Pizza,11,Spicy Chicken,114,315,Florida,72
407,1/6/2017,255,48,NonVeg Pizza,13,Pepperoni,174,432,Florida,81
786,1/6/2017,462,300,NonVeg Burger,5,Chicken Fillet,75,792,Florida,387
321,1/6/2017,363,90,NonVeg Burger,6,Chicken Char Grilled,189,636,Florida,174
904,1/6/2017,501,108,Veg Burger,2,Veggie Delight,297,834,Florida,204
850,1/6/2017,492,108,Veg Burger,3,Veg Char Grilled,315,846,Florida,177
941,1/6/2017,186,45,Veg Pizza,8,Margherita,105,330,Florida,81
754,1/6/2017,222,66,Veg Pizza,9,Veggie Loaded,57,399,Florida,165
305,1/6/2017,288,75,Veg Pizza,10,My Own Veg,147,531,Florida,141
781,1/6/2017,108,18,NonVeg Pizza,11,Spicy Chicken,57,180,Massachusetts,51
413,1/6/2017,78,15,NonVeg Pizza,13,Pepperoni,30,132,Massachusetts,48
351,1/6/2017,201,120,NonVeg Burger,5,Chicken Fillet,-9,333,Massachusetts,210
339,1/6/2017,447,123,NonVeg Burger,7,Mutton Char Grilled,249,894,Massachusetts,198
617,1/6/2017,1785,51,Veg Burger,2,Veggie Delight,1641,1947,Massachusetts,144
781,1/6/2017,192,57,Veg Pizza,9,Veggie Loaded,36,345,Massachusetts,156
603,1/6/2017,105,18,NonVeg Pizza,11,Spicy Chicken,51,174,New Hampshire,54
603,1/6/2017,129,0,NonVeg Pizza,13,Pepperoni,96,129,New Hampshire,33
603,1/6/2017,219,141,NonVeg Burger,5,Chicken Fillet,-12,375,New Hampshire,231
603,1/6/2017,129,39,NonVeg Burger,7,Mutton Char Grilled,-9,234,New Hampshire,138
603,1/6/2017,246,51,Veg Burger,1,Crispy Veg,123,414,New Hampshire,123
603,1/6/2017,282,60,Veg Burger,2,Veggie Delight,126,468,New Hampshire,156
603,1/6/2017,138,39,Veg Pizza,9,Veggie Loaded,0,246,New Hampshire,138
516,1/6/2017,534,102,NonVeg Pizza,11,Spicy Chicken,399,903,New York,135
845,1/6/2017,489,93,NonVeg Pizza,12,Chicken Loaded,363,828,New York,126
718,1/6/2017,408,78,NonVeg Pizza,13,Pepperoni,297,690,New York,111
914,1/6/2017,-216,393,NonVeg Burger,5,Chicken Fillet,-708,216,New York,492
631,1/6/2017,1245,216,NonVeg Burger,7,Mutton Char Grilled,954,2025,New York,291
646,1/6/2017,1602,372,Veg Burger,2,Veggie Delight,1071,2670,New York,531
607,1/6/2017,1194,306,Veg Pizza,9,Veggie Loaded,789,2007,New York,405
716,1/6/2017,-138,225,Veg Pizza,10,My Own Veg,-429,594,New York,291
318,1/6/2017,177,36,NonVeg Burger,6,Chicken Char Grilled,69,297,Louisiana,108
318,1/6/2017,225,144,NonVeg Burger,4,Crispy Chicken,-9,384,Louisiana,234
225,1/6/2017,234,42,NonVeg Burger,5,Chicken Fillet,123,375,Louisiana,111
225,1/6/2017,189,45,Veg Pizza,8,Margherita,108,333,Louisiana,81
318,1/6/2017,279,84,Veg Pizza,9,Veggie Loaded,96,507,Louisiana,183
337,1/6/2017,192,36,Veg Burger,2,Veggie Delight,120,321,Louisiana,72
318,1/6/2017,255,48,Veg Burger,3,Veg Char Grilled,174,432,Louisiana,81
505,1/6/2017,165,39,NonVeg Burger,6,Chicken Char Grilled,42,288,New Mexico,123
505,1/6/2017,129,39,NonVeg Burger,4,Crispy Chicken,-9,234,New Mexico,138
505,1/6/2017,219,141,NonVeg Burger,5,Chicken Fillet,-9,375,New Mexico,228
505,1/6/2017,105,18,Veg Pizza,8,Margherita,54,174,New Mexico,51
505,1/6/2017,114,27,Veg Pizza,9,Veggie Loaded,24,210,New Mexico,90
505,1/6/2017,282,60,Veg Burger,2,Veggie Delight,129,468,New Mexico,153
505,1/6/2017,75,105,Veg Burger,3,Veg Char Grilled,-102,423,New Mexico,177
918,1/6/2017,501,108,NonVeg Burger,6,Chicken Char Grilled,297,834,Oklahoma,204
918,1/6/2017,492,108,NonVeg Burger,4,Crispy Chicken,315,846,Oklahoma,177
918,1/6/2017,78,15,NonVeg Burger,5,Chicken Fillet,30,132,Oklahoma,48
918,1/6/2017,222,66,Veg Pizza,8,Margherita,57,399,Oklahoma,165
580,1/6/2017,462,300,Veg Pizza,9,Veggie Loaded,75,792,Oklahoma,387
918,1/6/2017,168,42,Veg Burger,2,Veggie Delight,87,297,Oklahoma,81
405,1/6/2017,108,18,Veg Burger,3,Veg Char Grilled,57,180,Oklahoma,51
469,1/6/2017,408,78,NonVeg Burger,6,Chicken Char Grilled,297,690,Texas,111
936,1/6/2017,243,51,NonVeg Burger,4,Crispy Chicken,99,405,Texas,144
281,1/6/2017,489,93,NonVeg Burger,5,Chicken Fillet,360,828,Texas,129
832,1/6/2017,204,48,Veg Pizza,8,Margherita,72,354,Texas,132
409,1/6/2017,165,36,Veg Pizza,9,Veggie Loaded,60,279,Texas,105
210,1/6/2017,864,225,Veg Burger,2,Veggie Delight,576,1596,Texas,288
806,1/6/2017,321,81,Veg Burger,3,Veg Char Grilled,204,570,Texas,117
435,1/6/2017,159,30,NonVeg Burger,4,Crispy Chicken,93,267,Utah,66
435,1/6/2017,189,45,NonVeg Burger,5,Chicken Fillet,105,333,Utah,84
435,1/6/2017,165,30,NonVeg Burger,6,Chicken Char Grilled,102,276,Utah,63
435,1/6/2017,231,60,Veg Burger,1,Crispy Veg,108,426,Utah,123
801,1/6/2017,186,45,Veg Burger,2,Veggie Delight,57,324,Utah,129
435,1/6/2017,246,51,Veg Pizza,8,Margherita,126,414,Utah,120
435,1/6/2017,282,60,Veg Pizza,9,Veggie Loaded,126,468,Utah,156
435,1/6/2017,75,105,Veg Pizza,10,My Own Veg,-99,423,Utah,174
801,1/6/2017,219,141,NonVeg Pizza,11,Spicy Chicken,-9,375,Utah,228
801,1/6/2017,165,39,NonVeg Pizza,12,Chicken Loaded,42,288,Utah,123
435,1/6/2017,129,39,NonVeg Pizza,13,Pepperoni,-9,234,Utah,138
435,1/6/2017,279,84,Veg Burger,3,Veg Char Grilled,96,507,Utah,183
707,1/6/2017,783,216,NonVeg Burger,4,Crispy Chicken,495,1563,California,288
714,1/6/2017,603,393,NonVeg Burger,5,Chicken Fillet,108,1035,California,495
562,1/6/2017,1086,267,NonVeg Burger,6,Chicken Char Grilled,720,1902,California,366
707,1/6/2017,-135,135,Veg Burger,1,Crispy Veg,-339,288,California,204
805,1/6/2017,1602,372,Veg Burger,2,Veggie Delight,1071,2670,California,531
661,1/6/2017,534,102,Veg Pizza,8,Margherita,399,903,California,135
661,1/6/2017,864,225,Veg Pizza,9,Veggie Loaded,576,1596,California,288
408,1/6/2017,321,81,Veg Pizza,10,My Own Veg,201,570,California,120
209,1/6/2017,489,93,NonVeg Pizza,11,Spicy Chicken,360,828,California,129
415,1/6/2017,408,78,NonVeg Pizza,12,Chicken Loaded,294,690,California,114
714,1/6/2017,243,51,NonVeg Pizza,13,Pepperoni,96,405,California,147
415,1/6/2017,-93,198,Veg Burger,3,Veg Char Grilled,-426,507,California,333
775,1/6/2017,129,0,NonVeg Burger,4,Crispy Chicken,93,129,Nevada,36
775,1/6/2017,105,18,NonVeg Burger,5,Chicken Fillet,54,174,Nevada,51
702,1/6/2017,96,15,NonVeg Burger,6,Chicken Char Grilled,45,159,Nevada,51
702,1/6/2017,138,39,Veg Burger,2,Veggie Delight,0,246,Nevada,138
775,1/6/2017,603,393,Veg Pizza,8,Margherita,111,1035,Nevada,492
702,1/6/2017,834,198,Veg Pizza,9,Veggie Loaded,498,1434,Nevada,336
775,1/6/2017,612,135,Veg Pizza,10,My Own Veg,408,1035,Nevada,204
775,1/6/2017,1086,267,NonVeg Pizza,11,Spicy Chicken,723,1902,Nevada,363
702,1/6/2017,783,216,NonVeg Pizza,12,Chicken Loaded,495,1563,Nevada,288
702,1/6/2017,-813,306,NonVeg Pizza,13,Pepperoni,-1107,111,Nevada,405
775,1/6/2017,114,27,Veg Burger,3,Veg Char Grilled,24,210,Nevada,90
503,1/6/2017,192,57,NonVeg Burger,4,Crispy Chicken,33,345,Oregon,159
503,1/6/2017,204,48,NonVeg Burger,5,Chicken Fillet,72,354,Oregon,132
541,1/6/2017,447,123,NonVeg Burger,6,Chicken Char Grilled,249,894,Oregon,198
541,1/6/2017,189,120,Veg Burger,1,Crispy Veg,-18,321,Oregon,207
971,1/6/2017,195,45,Veg Burger,2,Veggie Delight,12,336,Oregon,183
971,1/6/2017,123,21,Veg Pizza,8,Margherita,66,207,Oregon,57
503,1/6/2017,168,42,Veg Pizza,9,Veggie Loaded,90,297,Oregon,78
503,1/6/2017,78,15,NonVeg Pizza,11,Spicy Chicken,27,132,Oregon,51
503,1/6/2017,501,108,NonVeg Pizza,12,Chicken Loaded,300,834,Oregon,201
503,1/6/2017,492,108,NonVeg Pizza,13,Pepperoni,315,846,Oregon,177
541,1/6/2017,165,36,Veg Burger,3,Veg Char Grilled,60,279,Oregon,105
206,1/6/2017,186,45,NonVeg Burger,4,Crispy Chicken,102,330,Washington,84
425,1/6/2017,222,66,NonVeg Burger,5,Chicken Fillet,54,399,Washington,168
253,1/6/2017,288,75,NonVeg Burger,6,Chicken Char Grilled,147,531,Washington,141
425,1/6/2017,342,75,Veg Burger,2,Veggie Delight,198,579,Washington,144
206,1/6/2017,420,90,Veg Pizza,8,Margherita,237,696,Washington,183
509,1/6/2017,192,36,Veg Pizza,9,Veggie Loaded,120,321,Washington,72
360,1/6/2017,234,42,NonVeg Pizza,11,Spicy Chicken,123,375,Washington,111
206,1/6/2017,177,36,NonVeg Pizza,12,Chicken Loaded,72,297,Washington,105
360,1/6/2017,225,144,NonVeg Pizza,13,Pepperoni,-9,384,Washington,234
206,1/6/2017,462,300,Veg Burger,3,Veg Char Grilled,72,792,Washington,390
303,1/7/2017,438,120,Veg Pizza,8,Margherita,243,873,Colorado,195
970,1/7/2017,168,108,Veg Pizza,9,Veggie Loaded,-30,285,Colorado,198
720,1/7/2017,189,45,Veg Pizza,10,My Own Veg,63,330,Colorado,126
970,1/7/2017,192,57,NonVeg Pizza,11,Spicy Chicken,36,345,Colorado,156
720,1/7/2017,177,45,NonVeg Pizza,12,Chicken Loaded,69,327,Colorado,108
303,1/7/2017,159,39,NonVeg Pizza,13,Pepperoni,81,282,Colorado,78
303,1/7/2017,408,78,NonVeg Burger,5,Chicken Fillet,294,690,Colorado,114
303,1/7/2017,237,51,NonVeg Burger,6,Chicken Char Grilled,93,393,Colorado,144
970,1/7/2017,555,105,Veg Burger,3,Veg Char Grilled,417,936,Colorado,138
720,1/7/2017,456,87,Veg Burger,1,Crispy Veg,333,768,Colorado,123
970,1/7/2017,336,84,Veg Burger,2,Veggie Delight,213,597,Colorado,123
312,1/7/2017,456,87,Veg Pizza,8,Margherita,333,768,Illinois,123
312,1/7/2017,336,84,Veg Pizza,9,Veggie Loaded,216,597,Illinois,120
815,1/7/2017,555,105,Veg Pizza,10,My Own Veg,417,936,Illinois,138
815,1/7/2017,408,78,NonVeg Pizza,11,Spicy Chicken,297,690,Illinois,111
815,1/7/2017,237,51,NonVeg Pizza,12,Chicken Loaded,93,393,Illinois,144
224,1/7/2017,1161,288,NonVeg Burger,5,Chicken Fillet,777,2034,Illinois,384
312,1/7/2017,798,222,NonVeg Burger,6,Chicken Char Grilled,504,1596,Illinois,294
217,1/7/2017,666,147,Veg Burger,3,Veg Char Grilled,450,1128,Illinois,216
312,1/7/2017,987,234,Veg Burger,2,Veggie Delight,624,1701,Illinois,363
319,1/7/2017,1161,288,Veg Pizza,8,Margherita,774,2034,Iowa,387
319,1/7/2017,666,147,Veg Pizza,9,Veggie Loaded,450,1128,Iowa,216
515,1/7/2017,798,222,NonVeg Pizza,11,Spicy Chicken,501,1596,Iowa,297
319,1/7/2017,996,306,NonVeg Pizza,12,Chicken Loaded,591,1806,Iowa,405
641,1/7/2017,87,15,NonVeg Burger,5,Chicken Fillet,39,147,Iowa,48
641,1/7/2017,129,0,NonVeg Burger,6,Chicken Char Grilled,93,129,Iowa,36
712,1/7/2017,93,21,Veg Burger,3,Veg Char Grilled,36,162,Iowa,57
319,1/7/2017,108,21,Veg Burger,1,Crispy Veg,51,183,Iowa,57
712,1/7/2017,123,30,Veg Burger,2,Veggie Delight,27,225,Iowa,96
816,1/7/2017,246,159,Veg Pizza,8,Margherita,-3,423,Missouri,249
417,1/7/2017,147,111,Veg Pizza,9,Veggie Loaded,-36,507,Missouri,183
636,1/7/2017,177,42,NonVeg Pizza,11,Spicy Chicken,51,309,Missouri,126
